accuracy_T1,accuracy_T2,auprc_T1,auprc_T2,auroc_T1,auroc_T2,epoch,f1_T1,f1_T2,false_negatives_T1,false_negatives_T2,false_positives_T1,false_positives_T2,precision_T1,precision_T2,recall_T1,recall_T2,step,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,true_negatives_T1,true_negatives_T2,true_positives_T1,true_positives_T2,weighted_f1_T1,weighted_f1_T2
0.6203212738037109,0.47927558422088623,0.6936396360397339,0.21708129346370697,0.6932493448257446,0.6973987221717834,0,0.6785228252410889,0.21881641447544098,2474.0,2463.0,6980.0,68845.0,0.5883705615997314,0.12668713927268982,0.801301121711731,0.8021686673164368,0,0.632752001285553,0.6622435450553894,5469.0,55645.0,9977.0,9987.0,0.6785228252410889,0.21881641447544098
