accuracy_T1,accuracy_T2,auprc_T1,auprc_T2,auroc_T1,auroc_T2,epoch,f1_T1,f1_T2,false_negatives_T1,false_negatives_T2,false_positives_T1,false_positives_T2,precision_T1,precision_T2,recall_T1,recall_T2,step,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,true_negatives_T1,true_negatives_T2,true_positives_T1,true_positives_T2,weighted_f1_T1,weighted_f1_T2
0.671485960483551,0.6634146571159363,0.7534928321838379,0.2946787178516388,0.7430581450462341,0.7416906356811523,0,0.6765008568763733,0.2682880461215973,3898.0,4000.0,4282.0,42092.0,0.6663810014724731,0.16718769073486328,0.6869328022003174,0.6787148714065552,0,0.6238400340080261,0.6054650545120239,8167.0,82398.0,8553.0,8450.0,0.6765008568763733,0.2682880461215973
